Company,Domain,Number of Reviews,Trustscore,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Review Stars,Review Comment,Company Response
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Ok crypto dispensers,  this is unacceptable especially when dealing with the hard earned money people have entrusted to your company.  I deposited 500 into your platform to purchase bitcoin.  But I forgot my pin, I needed help but there was none I could access.   Now my account is blocked from too many failed attempts and I don't know what else to do.   I have emailed several times.   Called about 50 times day and night but there is no one there to answer.   Is this still a company?   I'm forced to try to reach out this way because of the lack of response I have had from your contact measures.   If anyone is reading this.  I need help to reset my pin so I can add a btc adress so I can complete what I intended to do.   ",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"No support. I have loaded up using ""CDRELOAD"" and the transaction keeps failing. No support whatsoever, only a ""FAILED!"" note on the transaction ID. I recommend LibertyX. Not this...Update: They looked at my instagram message with no response.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"DON’T FALL FOR THIS!!!!They are quite impressive with the con. First I couldn’t withdraw before I realized it they made away with 10.000$, I reached out to customer service, nothing. They eventually stopped replying their mails of course   They are scammers, I have evidence.They use psycological ways to get what they want and make you believe they are legit. Hit me up ""katsusan7559@gmail"" to get more information about them, I will send you picture and information how they scam and how their platform is a scam.DON’T FALL FOR THIS!!!!",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,I found the website easy to use. Quick sign up process and works with any Bitcoin wallet. Referral bonus is awesome and I love how fast customer service responds if I have a question. I recommend for the new user!!!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Ease and convenience, a siimple procees to fund, buy and send bitcoin.  Thank you.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I have to say, whenever I am able to exchange words with the team at CryptoDispensers, they exemplify what it means to show world class service WITHOUT FAIL. They offer a great product with an amazing bonus and it pays out as promised, instantly once the transaction is confirmed in the blockchain. That being said I used to have an issue showing up to work at time or at all and my boss told me ""Cody, when you're here, you're amazing, but you're never here!"" It feels like only on a harvest moon the third Tuesday of winter solstice is when you can exchange a few emails from one of the (again world class, outstanding) team members and the stars have aligned and things are as they should be. But until then, their chatbot leaves much to be desired. Clearly I have too much time on my hands haha, I'm wanting to refer them to everyone and their mother and so far I have 5 referrals, 2 that have deposited successfully and 3 that haven't. I've gotten referral credit for one thus far and its my understanding they were still in the process of rolling out the program ( as generous as the sign up bonus itself there are only winners here!) I have faith that it'll work out, and actually Im changing to 5 stars in good faith because idk whats going on behind the scenes but every interaction has been great so thank you thank you.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,They are nothing but scam now 😡😡😡😡Money was sent to my wallet 3 days now and nothing gone in . I tried calling the support agent they only ask to drop a message no return call . Same as email nothing been done . I think we have to start making serious complaint of how they keep ripping off customers of there hard earned money. This isn't polite at all,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I used this company years ago and never had any issues. It's been a few years since I last used them, I logged into my account today made a deposit and now I'm not able to withdraw any Bitcoin. Every time I try to send it out it just says failed, try again.  It's infuriating, there's so many other ways I could buy Bitcoin but this one was convenient at the time and now my money is just stuck. It's a shame because years ago I never had any issues like this.To top it off I can't get a hold of anybody, I can fill out a ticket which simply just sends a email saying they received it, the phone number does not work and there is no live chat. I have a feeling this is going to take a long time to get my money back.  So frustrating!!",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,I have had a very good experience with this company! Quick and helpful customer support and fast transactions. Couldn’t say anything bad about them!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,great overall service the agents are very helpful and they process transactions instantly.  low fees and best in class service.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5, I can't complain it's been alot easier to buy Bitcoin for me than the rest of the Cyrpto exchanges ive used so far Plus they give you $25 free bitcoin for signing up and $25 for each referral you get to sign up,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Crypto dispensers is awesome. Very easy to use and they offer amazing bonuses to help you start your crypto journey. Highly recommended!!!!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Great experience purchasing Bitcoin with Crypto Dispensers. Easiest process ever. Very convenient, I just went to the CVS next to my house and loaded up my account. One of the best services I’ve ever used.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"They will take your money and won’t send the btc. Even though they say it’s initiated ,4 days later 0.0000 BTC balance! Please elaborate crypto dispenser?",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Easy to use, will use again",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,I have being trying to transfer my money away from my crypto-dispenser Wallet for over 8days now is failing I’m so frustrated now. Please I need my hard earned money from the wallet to my wallet I paid with cash,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Crypto dispensers is a scam. I deposited money into their machine in mesquites, Tx. It’s been over 3 weeks. I sent mail and called their support multiple times. No response from them. They are scammers!!! Stop using crypto dispensers.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Wow!!! Very generous signup bonus! Very easy proccess! Will make it easier for people to obtain crypto without having to figure out complicated apps.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Was easy to use even for the first time enrolling in & using the platform. And especially easy for someone like me that knows & understands little about the crypto & bitcoin world.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,3,I was very upset because you would not accept my debit card from my bank and I was charged $3.95twice just for using the ATM machine and then you charged me the same thing and you wouldn't even take my $90 in cash,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Purchasing crypto through Crypto Dispensers was one of the best experienced I’ve ever had. They were super fast with delivering the coins to my wallet unlike other Bitcoin ATM companies. The registration process was extremely easy and their customer support was amazing. It was definitely the best experience I’ve had while purchasing crypto. 100% going to be buying more from them.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Very quick and easy transactions highly recommend to others. Crypto dispensers has gained a new customer for life! ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"This dispenser is a game-changer for crypto users. The process is smooth, secure, and beginner-friendly.",
